NodeName,NumCores,PartitioningHeuristic,NodeSelectionHeuristic
domain2_worker0,8,bestfit,MinMin
domain2_worker1,8,bestfit,MinMin
domain2_worker2,8,bestfit,MinMin
domain2_worker3,8,bestfit,MinMin
domain2_worker4,8,bestfit,MinMin
domain2_worker5,8,bestfit,MinMin
domain2_worker6,8,bestfit,MinMin
domain2_worker7,8,bestfit,MinMin
domain2_worker8,8,bestfit,MinMin
domain2_worker9,8,bestfit,MinMin
domain2_worker10,8,bestfit,MinMin
domain2_worker11,8,bestfit,MinMin
domain2_worker12,8,bestfit,MinMin
domain2_worker13,8,bestfit,MinMin
domain2_worker14,8,bestfit,MinMin
domain2_worker15,8,bestfit,MinMin
domain2_worker16,8,bestfit,MinMin
domain2_worker17,8,bestfit,MinMin
domain2_worker18,8,bestfit,MinMin
domain2_worker19,8,bestfit,MinMin
domain2_worker20,8,bestfit,MinMin
domain2_worker21,8,bestfit,MinMin
domain2_worker22,8,bestfit,MinMin
domain2_worker23,8,bestfit,MinMin
domain2_worker24,8,bestfit,MinMin
domain2_worker25,8,bestfit,MinMin
domain2_worker26,8,bestfit,MinMin
domain2_worker27,8,bestfit,MinMin
domain2_worker28,8,bestfit,MinMin
domain2_worker29,8,bestfit,MinMin
domain2_worker30,8,bestfit,MinMin
