NodeName,NumCores,PartitioningHeuristic,NodeSelectionHeuristic
domain7_worker0,8,bestfit,MinMin
domain7_worker1,8,bestfit,MinMin
domain7_worker2,8,bestfit,MinMin
domain7_worker3,8,bestfit,MinMin
domain7_worker4,8,bestfit,MinMin
domain7_worker5,8,bestfit,MinMin
domain7_worker6,8,bestfit,MinMin
domain7_worker7,8,bestfit,MinMin
domain7_worker8,8,bestfit,MinMin
domain7_worker9,8,bestfit,MinMin
domain7_worker10,8,bestfit,MinMin
domain7_worker11,8,bestfit,MinMin
domain7_worker12,8,bestfit,MinMin
domain7_worker13,8,bestfit,MinMin
domain7_worker14,8,bestfit,MinMin
domain7_worker15,8,bestfit,MinMin
domain7_worker16,8,bestfit,MinMin
domain7_worker17,8,bestfit,MinMin
domain7_worker18,8,bestfit,MinMin
domain7_worker19,8,bestfit,MinMin
domain7_worker20,8,bestfit,MinMin
domain7_worker21,8,bestfit,MinMin
domain7_worker22,8,bestfit,MinMin
domain7_worker23,8,bestfit,MinMin
domain7_worker24,8,bestfit,MinMin
domain7_worker25,8,bestfit,MinMin
domain7_worker26,8,bestfit,MinMin
domain7_worker27,8,bestfit,MinMin
domain7_worker28,8,bestfit,MinMin
domain7_worker29,8,bestfit,MinMin
domain7_worker30,8,bestfit,MinMin
