NodeName,NumCores,PartitioningHeuristic,NodeSelectionHeuristic
domain0_worker0,8,bestfit,MinMin
domain0_worker1,8,bestfit,MinMin
domain0_worker2,8,bestfit,MinMin
domain0_worker3,8,bestfit,MinMin
domain0_worker4,8,bestfit,MinMin
domain0_worker5,8,bestfit,MinMin
domain0_worker6,8,bestfit,MinMin
domain0_worker7,8,bestfit,MinMin
domain0_worker8,8,bestfit,MinMin
domain0_worker9,8,bestfit,MinMin
domain0_worker10,8,bestfit,MinMin
domain0_worker11,8,bestfit,MinMin
domain0_worker12,8,bestfit,MinMin
domain0_worker13,8,bestfit,MinMin
domain0_worker14,8,bestfit,MinMin
domain0_worker15,8,bestfit,MinMin
domain0_worker16,8,bestfit,MinMin
domain0_worker17,8,bestfit,MinMin
domain0_worker18,8,bestfit,MinMin
domain0_worker19,8,bestfit,MinMin
domain0_worker20,8,bestfit,MinMin
domain0_worker21,8,bestfit,MinMin
domain0_worker22,8,bestfit,MinMin
domain0_worker23,8,bestfit,MinMin
domain0_worker24,8,bestfit,MinMin
domain0_worker25,8,bestfit,MinMin
domain0_worker26,8,bestfit,MinMin
domain0_worker27,8,bestfit,MinMin
