NodeName,NumCores,PartitioningHeuristic,NodeSelectionHeuristic
domain4_worker0_r,12,worstfit,MinMin
domain4_worker1_r,12,worstfit,MinMin
domain4_worker2_r,12,worstfit,MinMin
domain4_worker3_r,12,worstfit,MinMin
domain4_worker4_r,12,worstfit,MinMin
domain4_worker5_r,12,worstfit,MinMin
domain4_worker6_r,12,worstfit,MinMin
domain4_worker7_r,12,worstfit,MinMin
domain4_worker8_r,12,worstfit,MinMin
domain4_worker9_r,12,worstfit,MinMin
domain4_worker10_r,12,worstfit,MinMin
domain4_worker11_r,12,worstfit,MinMin
domain4_worker12_r,12,worstfit,MinMin
domain4_worker13_r,12,worstfit,MinMin
domain4_worker14_r,12,worstfit,MinMin
domain4_worker15_r,12,worstfit,MinMin
domain4_worker16_r,12,worstfit,MinMin
domain4_worker17_r,12,worstfit,MinMin
domain4_worker18_r,12,worstfit,MinMin
domain4_worker19_r,12,worstfit,MinMin
domain4_worker20_r,12,worstfit,MinMin
domain4_worker21_r,12,worstfit,MinMin
domain4_worker22_r,12,worstfit,MinMin
domain4_worker23_r,12,worstfit,MinMin
domain4_worker24_r,12,worstfit,MinMin
domain4_worker25_r,12,worstfit,MinMin
domain4_worker26_r,12,worstfit,MinMin
domain4_worker27_r,12,worstfit,MinMin
domain4_worker28_r,12,worstfit,MinMin
domain4_worker29_r,12,worstfit,MinMin
domain4_worker30_r,12,worstfit,MinMin
