NodeName,NumCores,PartitioningHeuristic,NodeSelectionHeuristic
domain6_worker0_r,16,worstfit,MaxMax
domain6_worker1_r,16,worstfit,MaxMax
domain6_worker2_r,16,worstfit,MaxMax
domain6_worker3_r,16,worstfit,MaxMax
domain6_worker4_r,16,worstfit,MaxMax
domain6_worker5_r,16,worstfit,MaxMax
domain6_worker6_r,16,worstfit,MaxMax
domain6_worker7_r,16,worstfit,MaxMax
domain6_worker8_r,16,worstfit,MaxMax
domain6_worker9_r,16,worstfit,MaxMax
domain6_worker10_r,16,worstfit,MaxMax
domain6_worker11_r,16,worstfit,MaxMax
domain6_worker12_r,16,worstfit,MaxMax
domain6_worker13_r,16,worstfit,MaxMax
domain6_worker14_r,16,worstfit,MaxMax
domain6_worker15_r,16,worstfit,MaxMax
domain6_worker16_r,16,worstfit,MaxMax
domain6_worker17_r,16,worstfit,MaxMax
domain6_worker18_r,16,worstfit,MaxMax
domain6_worker19_r,16,worstfit,MaxMax
domain6_worker20_r,16,worstfit,MaxMax
domain6_worker21_r,16,worstfit,MaxMax
domain6_worker22_r,16,worstfit,MaxMax
domain6_worker23_r,16,worstfit,MaxMax
