NodeName,NumCores,PartitioningHeuristic,NodeSelectionHeuristic
domain6_worker0_r,20,bestfit,MinMin
domain6_worker1_r,20,bestfit,MinMin
domain6_worker2_r,20,bestfit,MinMin
domain6_worker3_r,20,bestfit,MinMin
domain6_worker4_r,20,bestfit,MinMin
domain6_worker5_r,20,bestfit,MinMin
domain6_worker6_r,20,bestfit,MinMin
domain6_worker7_r,20,bestfit,MinMin
domain6_worker8_r,20,bestfit,MinMin
domain6_worker9_r,20,bestfit,MinMin
domain6_worker10_r,20,bestfit,MinMin
domain6_worker11_r,20,bestfit,MinMin
domain6_worker12_r,20,bestfit,MinMin
domain6_worker13_r,20,bestfit,MinMin
domain6_worker14_r,20,bestfit,MinMin
