ServiceID,Importance,sBandwidth,sCores,rEBandwidth,rECores,rCBandwidth,rCCores
0,220,60,6,30.0,3.0,30.0,3.0
1,15,10,2,5.0,1.0,5.0,1.0
2,140,5,10,2.5,5.0,2.5,5.0
3,17,35,10,17.5,5.0,17.5,5.0
4,320,25,2,12.5,1.0,12.5,1.0
5,338,10,8,5.0,4.0,5.0,4.0
6,150,15,4,7.5,2.0,7.5,2.0
7,295,35,8,17.5,4.0,17.5,4.0
8,128,75,2,37.5,1.0,37.5,1.0
9,258,65,4,32.5,2.0,32.5,2.0
10,86,30,8,15.0,4.0,15.0,4.0
11,422,15,10,7.5,5.0,7.5,5.0
12,203,20,2,10.0,1.0,10.0,1.0
13,479,45,2,22.5,1.0,22.5,1.0
14,123,75,2,37.5,1.0,37.5,1.0
15,247,10,6,5.0,3.0,5.0,3.0
16,484,5,2,2.5,1.0,2.5,1.0
17,328,55,2,27.5,1.0,27.5,1.0
18,363,60,10,30.0,5.0,30.0,5.0
19,305,35,10,17.5,5.0,17.5,5.0
20,406,70,8,35.0,4.0,35.0,4.0
21,427,15,6,7.5,3.0,7.5,3.0
22,219,75,8,37.5,4.0,37.5,4.0
23,469,25,4,12.5,2.0,12.5,2.0
24,417,25,6,12.5,3.0,12.5,3.0
25,228,35,4,17.5,2.0,17.5,2.0
26,122,35,8,17.5,4.0,17.5,4.0
27,87,15,8,7.5,4.0,7.5,4.0
28,482,55,10,27.5,5.0,27.5,5.0
29,319,40,8,20.0,4.0,20.0,4.0
30,413,25,8,12.5,4.0,12.5,4.0
31,263,75,10,37.5,5.0,37.5,5.0
32,426,15,10,7.5,5.0,7.5,5.0
33,373,5,10,2.5,5.0,2.5,5.0
34,276,30,8,15.0,4.0,15.0,4.0
35,339,35,4,17.5,2.0,17.5,2.0
36,168,10,4,5.0,2.0,5.0,2.0
37,208,5,10,2.5,5.0,2.5,5.0
38,384,80,10,40.0,5.0,40.0,5.0
39,400,5,8,2.5,4.0,2.5,4.0
40,268,10,4,5.0,2.0,5.0,2.0
41,174,35,8,17.5,4.0,17.5,4.0
42,63,25,2,12.5,1.0,12.5,1.0
43,477,55,4,27.5,2.0,27.5,2.0
44,468,20,8,10.0,4.0,10.0,4.0
45,371,15,4,7.5,2.0,7.5,2.0
46,451,25,8,12.5,4.0,12.5,4.0
47,317,30,4,15.0,2.0,15.0,2.0
48,114,35,4,17.5,2.0,17.5,2.0
49,163,5,2,2.5,1.0,2.5,1.0
50,205,35,8,17.5,4.0,17.5,4.0
51,416,10,8,5.0,4.0,5.0,4.0
52,80,10,2,5.0,1.0,5.0,1.0
53,14,65,10,32.5,5.0,32.5,5.0
54,395,35,6,17.5,3.0,17.5,3.0
55,294,20,4,10.0,2.0,10.0,2.0
56,88,15,6,7.5,3.0,7.5,3.0
57,356,60,4,30.0,2.0,30.0,2.0
58,463,20,4,10.0,2.0,10.0,2.0
59,172,20,4,10.0,2.0,10.0,2.0
60,372,40,10,20.0,5.0,20.0,5.0
61,253,10,8,5.0,4.0,5.0,4.0
62,11,10,2,5.0,1.0,5.0,1.0
63,362,65,2,32.5,1.0,32.5,1.0
64,466,50,4,25.0,2.0,25.0,2.0
65,312,75,4,37.5,2.0,37.5,2.0
66,204,10,10,5.0,5.0,5.0,5.0
67,281,35,6,17.5,3.0,17.5,3.0
68,310,35,8,17.5,4.0,17.5,4.0
69,32,15,2,7.5,1.0,7.5,1.0
70,119,5,2,2.5,1.0,2.5,1.0
71,329,25,6,12.5,3.0,12.5,3.0
72,136,20,2,10.0,1.0,10.0,1.0
73,49,80,4,40.0,2.0,40.0,2.0
74,118,20,8,10.0,4.0,10.0,4.0
75,316,30,8,15.0,4.0,15.0,4.0
76,454,35,6,17.5,3.0,17.5,3.0
77,460,5,4,2.5,2.0,2.5,2.0
78,385,55,4,27.5,2.0,27.5,2.0
79,185,5,2,2.5,1.0,2.5,1.0
80,154,65,4,32.5,2.0,32.5,2.0
81,152,30,8,15.0,4.0,15.0,4.0
82,202,15,4,7.5,2.0,7.5,2.0
83,432,20,4,10.0,2.0,10.0,2.0
84,46,60,4,30.0,2.0,30.0,2.0
85,324,30,8,15.0,4.0,15.0,4.0
86,41,60,8,30.0,4.0,30.0,4.0
87,459,30,6,15.0,3.0,15.0,3.0
88,147,60,8,30.0,4.0,30.0,4.0
89,331,5,10,2.5,5.0,2.5,5.0
