NodeName,NumCores,PartitioningHeuristic,NodeSelectionHeuristic
domain2_worker0_r,16,bestfit,MinMin
domain2_worker1_r,16,bestfit,MinMin
domain2_worker2_r,16,bestfit,MinMin
domain2_worker3_r,16,bestfit,MinMin
domain2_worker4_r,16,bestfit,MinMin
domain2_worker5_r,16,bestfit,MinMin
domain2_worker6_r,16,bestfit,MinMin
domain2_worker7_r,16,bestfit,MinMin
domain2_worker8_r,16,bestfit,MinMin
domain2_worker9_r,16,bestfit,MinMin
domain2_worker10_r,16,bestfit,MinMin
domain2_worker11_r,16,bestfit,MinMin
domain2_worker12_r,16,bestfit,MinMin
domain2_worker13_r,16,bestfit,MinMin
