NodeName,NumCores,PartitioningHeuristic
worker0,20,worstfit
worker1,20,worstfit
worker2,20,worstfit
worker3,20,worstfit
worker4,20,worstfit
worker5,20,worstfit
worker6,20,worstfit
worker7,20,worstfit
worker8,20,worstfit
worker9,20,worstfit
worker10,20,worstfit
worker11,20,worstfit
worker12,20,worstfit
worker13,20,worstfit
worker14,20,worstfit
worker15,20,worstfit
worker16,20,worstfit
worker17,20,worstfit
worker18,20,worstfit
worker19,20,worstfit
worker20,20,worstfit
worker21,20,worstfit
worker22,20,worstfit
worker23,20,worstfit
worker24,20,worstfit
worker25,20,worstfit
worker26,20,worstfit
worker27,20,worstfit
worker28,20,worstfit
worker29,20,worstfit
worker30,20,worstfit
worker31,20,worstfit
worker32,20,worstfit
worker33,20,worstfit
worker34,20,worstfit
worker35,20,worstfit
worker36,20,worstfit
worker37,20,worstfit
worker38,20,worstfit
worker39,20,worstfit
worker40,20,worstfit
worker41,20,worstfit
worker42,20,worstfit
worker43,20,worstfit
worker44,20,worstfit
worker45,20,worstfit
worker46,20,worstfit
worker47,20,worstfit
worker48,20,worstfit
worker49,20,worstfit
worker50,20,worstfit
worker51,20,worstfit
worker52,20,worstfit
worker53,20,worstfit
worker54,20,worstfit
worker55,20,worstfit
worker56,20,worstfit
worker57,20,worstfit
worker58,20,worstfit
worker59,20,worstfit
worker60,20,worstfit
worker61,20,worstfit
worker62,20,worstfit
worker63,20,worstfit
worker64,20,worstfit
worker65,20,worstfit
worker66,20,worstfit
worker67,20,worstfit
worker68,20,worstfit
worker69,20,worstfit
worker70,20,worstfit
worker71,20,worstfit
worker72,20,worstfit
worker73,20,worstfit
worker74,20,worstfit
worker75,20,worstfit
worker76,20,worstfit
worker77,20,worstfit
worker78,20,worstfit
worker79,20,worstfit
worker80,20,worstfit
worker81,20,worstfit
worker82,20,worstfit
worker83,20,worstfit
worker84,20,worstfit
worker85,20,worstfit
worker86,20,worstfit
worker87,20,worstfit
worker88,20,worstfit
worker89,20,worstfit
worker90,20,worstfit
worker91,20,worstfit
worker92,20,worstfit
worker93,20,worstfit
worker94,20,worstfit
worker95,20,worstfit
worker96,20,worstfit
worker97,20,worstfit
worker98,20,worstfit
worker99,20,worstfit
