NodeName,NumCores,PartitioningHeuristic,NodeSelectionHeuristic
domain7_worker0_r,12,bestfit,MaxMax
domain7_worker1_r,12,bestfit,MaxMax
domain7_worker2_r,12,bestfit,MaxMax
domain7_worker3_r,12,bestfit,MaxMax
domain7_worker4_r,12,bestfit,MaxMax
domain7_worker5_r,12,bestfit,MaxMax
domain7_worker6_r,12,bestfit,MaxMax
domain7_worker7_r,12,bestfit,MaxMax
domain7_worker8_r,12,bestfit,MaxMax
domain7_worker9_r,12,bestfit,MaxMax
domain7_worker10_r,12,bestfit,MaxMax
domain7_worker11_r,12,bestfit,MaxMax
domain7_worker12_r,12,bestfit,MaxMax
