NodeName,NumCores,PartitioningHeuristic
worker0,20,bestfit
worker1,20,bestfit
worker2,20,bestfit
worker3,20,bestfit
worker4,20,bestfit
worker5,20,bestfit
worker6,20,bestfit
worker7,20,bestfit
worker8,20,bestfit
worker9,20,bestfit
worker10,20,bestfit
worker11,20,bestfit
worker12,20,bestfit
worker13,20,bestfit
worker14,20,bestfit
worker15,20,bestfit
worker16,20,bestfit
worker17,20,bestfit
worker18,20,bestfit
worker19,20,bestfit
worker20,20,bestfit
worker21,20,bestfit
worker22,20,bestfit
worker23,20,bestfit
worker24,20,bestfit
worker25,20,bestfit
worker26,20,bestfit
worker27,20,bestfit
worker28,20,bestfit
worker29,20,bestfit
worker30,20,bestfit
worker31,20,bestfit
worker32,20,bestfit
worker33,20,bestfit
worker34,20,bestfit
worker35,20,bestfit
worker36,20,bestfit
worker37,20,bestfit
worker38,20,bestfit
worker39,20,bestfit
worker40,20,bestfit
worker41,20,bestfit
worker42,20,bestfit
worker43,20,bestfit
worker44,20,bestfit
worker45,20,bestfit
worker46,20,bestfit
worker47,20,bestfit
worker48,20,bestfit
worker49,20,bestfit
worker50,20,bestfit
worker51,20,bestfit
worker52,20,bestfit
worker53,20,bestfit
worker54,20,bestfit
worker55,20,bestfit
worker56,20,bestfit
worker57,20,bestfit
worker58,20,bestfit
worker59,20,bestfit
worker60,20,bestfit
worker61,20,bestfit
worker62,20,bestfit
worker63,20,bestfit
worker64,20,bestfit
worker65,20,bestfit
worker66,20,bestfit
worker67,20,bestfit
worker68,20,bestfit
worker69,20,bestfit
worker70,20,bestfit
worker71,20,bestfit
worker72,20,bestfit
worker73,20,bestfit
worker74,20,bestfit
worker75,20,bestfit
worker76,20,bestfit
worker77,20,bestfit
worker78,20,bestfit
worker79,20,bestfit
worker80,20,bestfit
worker81,20,bestfit
worker82,20,bestfit
worker83,20,bestfit
worker84,20,bestfit
worker85,20,bestfit
worker86,20,bestfit
worker87,20,bestfit
worker88,20,bestfit
worker89,20,bestfit
worker90,20,bestfit
worker91,20,bestfit
worker92,20,bestfit
worker93,20,bestfit
worker94,20,bestfit
worker95,20,bestfit
worker96,20,bestfit
worker97,20,bestfit
worker98,20,bestfit
worker99,20,bestfit
