NodeName,NumCores,PartitioningHeuristic,NodeSelectionHeuristic
domain7_worker0_r,16,bestfit,MaxMax
domain7_worker1_r,16,bestfit,MaxMax
domain7_worker2_r,16,bestfit,MaxMax
domain7_worker3_r,16,bestfit,MaxMax
domain7_worker4_r,16,bestfit,MaxMax
domain7_worker5_r,16,bestfit,MaxMax
domain7_worker6_r,16,bestfit,MaxMax
domain7_worker7_r,16,bestfit,MaxMax
domain7_worker8_r,16,bestfit,MaxMax
domain7_worker9_r,16,bestfit,MaxMax
domain7_worker10_r,16,bestfit,MaxMax
domain7_worker11_r,16,bestfit,MaxMax
domain7_worker12_r,16,bestfit,MaxMax
domain7_worker13_r,16,bestfit,MaxMax
domain7_worker14_r,16,bestfit,MaxMax
domain7_worker15_r,16,bestfit,MaxMax
domain7_worker16_r,16,bestfit,MaxMax
domain7_worker17_r,16,bestfit,MaxMax
domain7_worker18_r,16,bestfit,MaxMax
domain7_worker19_r,16,bestfit,MaxMax
domain7_worker20_r,16,bestfit,MaxMax
domain7_worker21_r,16,bestfit,MaxMax
domain7_worker22_r,16,bestfit,MaxMax
domain7_worker23_r,16,bestfit,MaxMax
domain7_worker24_r,16,bestfit,MaxMax
domain7_worker25_r,16,bestfit,MaxMax
domain7_worker26_r,16,bestfit,MaxMax
domain7_worker27_r,16,bestfit,MaxMax
domain7_worker28_r,16,bestfit,MaxMax
domain7_worker29_r,16,bestfit,MaxMax
domain7_worker30_r,16,bestfit,MaxMax
domain7_worker31_r,16,bestfit,MaxMax
domain7_worker32_r,16,bestfit,MaxMax
domain7_worker33_r,16,bestfit,MaxMax
domain7_worker34_r,16,bestfit,MaxMax
domain7_worker35_r,16,bestfit,MaxMax
domain7_worker36_r,16,bestfit,MaxMax
domain7_worker37_r,16,bestfit,MaxMax
domain7_worker38_r,16,bestfit,MaxMax
domain7_worker39_r,16,bestfit,MaxMax
domain7_worker40_r,16,bestfit,MaxMax
domain7_worker41_r,16,bestfit,MaxMax
domain7_worker42_r,16,bestfit,MaxMax
domain7_worker43_r,16,bestfit,MaxMax
domain7_worker44_r,16,bestfit,MaxMax
domain7_worker45_r,16,bestfit,MaxMax
domain7_worker46_r,16,bestfit,MaxMax
domain7_worker47_r,16,bestfit,MaxMax
domain7_worker48_r,16,bestfit,MaxMax
domain7_worker49_r,16,bestfit,MaxMax
domain7_worker50_r,16,bestfit,MaxMax
domain7_worker51_r,16,bestfit,MaxMax
domain7_worker52_r,16,bestfit,MaxMax
domain7_worker53_r,16,bestfit,MaxMax
domain7_worker54_r,16,bestfit,MaxMax
domain7_worker55_r,16,bestfit,MaxMax
domain7_worker56_r,16,bestfit,MaxMax
domain7_worker57_r,16,bestfit,MaxMax
domain7_worker58_r,16,bestfit,MaxMax
domain7_worker59_r,16,bestfit,MaxMax
domain7_worker60_r,16,bestfit,MaxMax
domain7_worker61_r,16,bestfit,MaxMax
domain7_worker62_r,16,bestfit,MaxMax
domain7_worker63_r,16,bestfit,MaxMax
domain7_worker64_r,16,bestfit,MaxMax
domain7_worker65_r,16,bestfit,MaxMax
domain7_worker66_r,16,bestfit,MaxMax
domain7_worker67_r,16,bestfit,MaxMax
domain7_worker68_r,16,bestfit,MaxMax
domain7_worker69_r,16,bestfit,MaxMax
domain7_worker70_r,16,bestfit,MaxMax
domain7_worker71_r,16,bestfit,MaxMax
domain7_worker72_r,16,bestfit,MaxMax
domain7_worker73_r,16,bestfit,MaxMax
domain7_worker74_r,16,bestfit,MaxMax
