NodeName,NumCores,PartitioningHeuristic,NodeSelectionHeuristic
domain4_worker0_r,16,bestfit,MaxMax
domain4_worker1_r,16,bestfit,MaxMax
domain4_worker2_r,16,bestfit,MaxMax
domain4_worker3_r,16,bestfit,MaxMax
domain4_worker4_r,16,bestfit,MaxMax
domain4_worker5_r,16,bestfit,MaxMax
domain4_worker6_r,16,bestfit,MaxMax
domain4_worker7_r,16,bestfit,MaxMax
domain4_worker8_r,16,bestfit,MaxMax
domain4_worker9_r,16,bestfit,MaxMax
domain4_worker10_r,16,bestfit,MaxMax
domain4_worker11_r,16,bestfit,MaxMax
domain4_worker12_r,16,bestfit,MaxMax
domain4_worker13_r,16,bestfit,MaxMax
domain4_worker14_r,16,bestfit,MaxMax
domain4_worker15_r,16,bestfit,MaxMax
domain4_worker16_r,16,bestfit,MaxMax
domain4_worker17_r,16,bestfit,MaxMax
domain4_worker18_r,16,bestfit,MaxMax
domain4_worker19_r,16,bestfit,MaxMax
domain4_worker20_r,16,bestfit,MaxMax
domain4_worker21_r,16,bestfit,MaxMax
domain4_worker22_r,16,bestfit,MaxMax
domain4_worker23_r,16,bestfit,MaxMax
domain4_worker24_r,16,bestfit,MaxMax
domain4_worker25_r,16,bestfit,MaxMax
domain4_worker26_r,16,bestfit,MaxMax
domain4_worker27_r,16,bestfit,MaxMax
domain4_worker28_r,16,bestfit,MaxMax
domain4_worker29_r,16,bestfit,MaxMax
domain4_worker30_r,16,bestfit,MaxMax
domain4_worker31_r,16,bestfit,MaxMax
domain4_worker32_r,16,bestfit,MaxMax
domain4_worker33_r,16,bestfit,MaxMax
domain4_worker34_r,16,bestfit,MaxMax
domain4_worker35_r,16,bestfit,MaxMax
domain4_worker36_r,16,bestfit,MaxMax
domain4_worker37_r,16,bestfit,MaxMax
domain4_worker38_r,16,bestfit,MaxMax
domain4_worker39_r,16,bestfit,MaxMax
domain4_worker40_r,16,bestfit,MaxMax
domain4_worker41_r,16,bestfit,MaxMax
domain4_worker42_r,16,bestfit,MaxMax
domain4_worker43_r,16,bestfit,MaxMax
domain4_worker44_r,16,bestfit,MaxMax
domain4_worker45_r,16,bestfit,MaxMax
domain4_worker46_r,16,bestfit,MaxMax
