NodeName,NumCores,PartitioningHeuristic,NodeSelectionHeuristic
domain7_worker0_r,8,bestfit,MaxMax
domain7_worker1_r,8,bestfit,MaxMax
domain7_worker2_r,8,bestfit,MaxMax
domain7_worker3_r,8,bestfit,MaxMax
domain7_worker4_r,8,bestfit,MaxMax
domain7_worker5_r,8,bestfit,MaxMax
domain7_worker6_r,8,bestfit,MaxMax
domain7_worker7_r,8,bestfit,MaxMax
domain7_worker8_r,8,bestfit,MaxMax
domain7_worker9_r,8,bestfit,MaxMax
domain7_worker10_r,8,bestfit,MaxMax
domain7_worker11_r,8,bestfit,MaxMax
domain7_worker12_r,8,bestfit,MaxMax
domain7_worker13_r,8,bestfit,MaxMax
domain7_worker14_r,8,bestfit,MaxMax
domain7_worker15_r,8,bestfit,MaxMax
domain7_worker16_r,8,bestfit,MaxMax
domain7_worker17_r,8,bestfit,MaxMax
domain7_worker18_r,8,bestfit,MaxMax
domain7_worker19_r,8,bestfit,MaxMax
domain7_worker20_r,8,bestfit,MaxMax
domain7_worker21_r,8,bestfit,MaxMax
domain7_worker22_r,8,bestfit,MaxMax
domain7_worker23_r,8,bestfit,MaxMax
domain7_worker24_r,8,bestfit,MaxMax
domain7_worker25_r,8,bestfit,MaxMax
domain7_worker26_r,8,bestfit,MaxMax
domain7_worker27_r,8,bestfit,MaxMax
domain7_worker28_r,8,bestfit,MaxMax
domain7_worker29_r,8,bestfit,MaxMax
domain7_worker30_r,8,bestfit,MaxMax
domain7_worker31_r,8,bestfit,MaxMax
domain7_worker32_r,8,bestfit,MaxMax
domain7_worker33_r,8,bestfit,MaxMax
