NodeName,NumCores,PartitioningHeuristic,NodeSelectionHeuristic
domain1_worker0,8,worstfit,MinMin
domain1_worker1,8,worstfit,MinMin
domain1_worker2,8,worstfit,MinMin
domain1_worker3,8,worstfit,MinMin
domain1_worker4,8,worstfit,MinMin
domain1_worker5,8,worstfit,MinMin
domain1_worker6,8,worstfit,MinMin
domain1_worker7,8,worstfit,MinMin
domain1_worker8,8,worstfit,MinMin
domain1_worker9,8,worstfit,MinMin
domain1_worker10,8,worstfit,MinMin
domain1_worker11,8,worstfit,MinMin
domain1_worker12,8,worstfit,MinMin
domain1_worker13,8,worstfit,MinMin
domain1_worker14,8,worstfit,MinMin
domain1_worker15,8,worstfit,MinMin
domain1_worker16,8,worstfit,MinMin
domain1_worker17,8,worstfit,MinMin
domain1_worker18,8,worstfit,MinMin
domain1_worker19,8,worstfit,MinMin
domain1_worker20,8,worstfit,MinMin
domain1_worker21,8,worstfit,MinMin
domain1_worker22,8,worstfit,MinMin
domain1_worker23,8,worstfit,MinMin
domain1_worker24,8,worstfit,MinMin
