NodeName,NumCores,PartitioningHeuristic,NodeSelectionHeuristic
domain3_worker0_r,32,bestfit,MaxMax
domain3_worker1_r,32,bestfit,MaxMax
domain3_worker2_r,32,bestfit,MaxMax
domain3_worker3_r,32,bestfit,MaxMax
domain3_worker4_r,32,bestfit,MaxMax
domain3_worker5_r,32,bestfit,MaxMax
domain3_worker6_r,32,bestfit,MaxMax
domain3_worker7_r,32,bestfit,MaxMax
domain3_worker8_r,32,bestfit,MaxMax
domain3_worker9_r,32,bestfit,MaxMax
domain3_worker10_r,32,bestfit,MaxMax
domain3_worker11_r,32,bestfit,MaxMax
domain3_worker12_r,32,bestfit,MaxMax
domain3_worker13_r,32,bestfit,MaxMax
