NodeName,NumCores,PartitioningHeuristic
worker0,15,worstfit
worker1,15,worstfit
worker2,15,worstfit
worker3,15,worstfit
worker4,15,worstfit
worker5,15,worstfit
worker6,15,worstfit
worker7,15,worstfit
worker8,15,worstfit
worker9,15,worstfit
worker10,15,worstfit
worker11,15,worstfit
worker12,15,worstfit
worker13,15,worstfit
worker14,15,worstfit
worker15,15,worstfit
worker16,15,worstfit
worker17,15,worstfit
worker18,15,worstfit
worker19,15,worstfit
worker20,15,worstfit
worker21,15,worstfit
worker22,15,worstfit
worker23,15,worstfit
worker24,15,worstfit
worker25,15,worstfit
worker26,15,worstfit
worker27,15,worstfit
worker28,15,worstfit
worker29,15,worstfit
worker30,15,worstfit
worker31,15,worstfit
worker32,15,worstfit
worker33,15,worstfit
worker34,15,worstfit
worker35,15,worstfit
worker36,15,worstfit
worker37,15,worstfit
worker38,15,worstfit
worker39,15,worstfit
worker40,15,worstfit
worker41,15,worstfit
worker42,15,worstfit
worker43,15,worstfit
worker44,15,worstfit
worker45,15,worstfit
worker46,15,worstfit
worker47,15,worstfit
worker48,15,worstfit
worker49,15,worstfit
worker50,15,worstfit
worker51,15,worstfit
worker52,15,worstfit
worker53,15,worstfit
worker54,15,worstfit
worker55,15,worstfit
worker56,15,worstfit
worker57,15,worstfit
worker58,15,worstfit
worker59,15,worstfit
worker60,15,worstfit
worker61,15,worstfit
worker62,15,worstfit
worker63,15,worstfit
worker64,15,worstfit
worker65,15,worstfit
worker66,15,worstfit
worker67,15,worstfit
worker68,15,worstfit
worker69,15,worstfit
worker70,15,worstfit
worker71,15,worstfit
worker72,15,worstfit
worker73,15,worstfit
worker74,15,worstfit
worker75,15,worstfit
worker76,15,worstfit
worker77,15,worstfit
worker78,15,worstfit
worker79,15,worstfit
worker80,15,worstfit
worker81,15,worstfit
worker82,15,worstfit
worker83,15,worstfit
worker84,15,worstfit
worker85,15,worstfit
worker86,15,worstfit
worker87,15,worstfit
worker88,15,worstfit
worker89,15,worstfit
worker90,15,worstfit
worker91,15,worstfit
worker92,15,worstfit
worker93,15,worstfit
worker94,15,worstfit
worker95,15,worstfit
worker96,15,worstfit
worker97,15,worstfit
worker98,15,worstfit
worker99,15,worstfit
