NodeName,NumCores,PartitioningHeuristic
domain9_worker0,15,firstfit
domain9_worker1,15,firstfit
domain9_worker2,15,firstfit
domain9_worker3,15,firstfit
domain9_worker4,15,firstfit
domain9_worker5,15,firstfit
domain9_worker6,15,firstfit
domain9_worker7,15,firstfit
domain9_worker8,15,firstfit
domain9_worker9,15,firstfit
domain9_worker10,15,firstfit
domain9_worker11,15,firstfit
domain9_worker12,15,firstfit
domain9_worker13,15,firstfit
domain9_worker14,15,firstfit
domain9_worker15,15,firstfit
domain9_worker16,15,firstfit
domain9_worker17,15,firstfit
domain9_worker18,15,firstfit
domain9_worker19,15,firstfit
