NodeName,NumCores,PartitioningHeuristic
domain6_worker0,15,firstfit
domain6_worker1,15,firstfit
domain6_worker2,15,firstfit
domain6_worker3,15,firstfit
domain6_worker4,15,firstfit
domain6_worker5,15,firstfit
domain6_worker6,15,firstfit
domain6_worker7,15,firstfit
domain6_worker8,15,firstfit
domain6_worker9,15,firstfit
domain6_worker10,15,firstfit
domain6_worker11,15,firstfit
domain6_worker12,15,firstfit
domain6_worker13,15,firstfit
domain6_worker14,15,firstfit
domain6_worker15,15,firstfit
domain6_worker16,15,firstfit
domain6_worker17,15,firstfit
domain6_worker18,15,firstfit
domain6_worker19,15,firstfit
