NodeName,NumCores,PartitioningHeuristic
domain9_worker0,10,bestfit
domain9_worker1,10,bestfit
domain9_worker2,10,bestfit
domain9_worker3,10,bestfit
domain9_worker4,10,bestfit
domain9_worker5,10,bestfit
domain9_worker6,10,bestfit
domain9_worker7,10,bestfit
domain9_worker8,10,bestfit
domain9_worker9,10,bestfit
domain9_worker10,10,bestfit
domain9_worker11,10,bestfit
domain9_worker12,10,bestfit
domain9_worker13,10,bestfit
domain9_worker14,10,bestfit
domain9_worker15,10,bestfit
domain9_worker16,10,bestfit
domain9_worker17,10,bestfit
domain9_worker18,10,bestfit
domain9_worker19,10,bestfit
