NodeName,NumCores,PartitioningHeuristic
domain5_worker0,10,bestfit
domain5_worker1,10,bestfit
domain5_worker2,10,bestfit
domain5_worker3,10,bestfit
domain5_worker4,10,bestfit
domain5_worker5,10,bestfit
domain5_worker6,10,bestfit
domain5_worker7,10,bestfit
domain5_worker8,10,bestfit
domain5_worker9,10,bestfit
domain5_worker10,10,bestfit
domain5_worker11,10,bestfit
domain5_worker12,10,bestfit
domain5_worker13,10,bestfit
domain5_worker14,10,bestfit
domain5_worker15,10,bestfit
domain5_worker16,10,bestfit
domain5_worker17,10,bestfit
domain5_worker18,10,bestfit
domain5_worker19,10,bestfit
