NodeName,NumCores,PartitioningHeuristic
domain6_worker0,10,bestfit
domain6_worker1,10,bestfit
domain6_worker2,10,bestfit
domain6_worker3,10,bestfit
domain6_worker4,10,bestfit
domain6_worker5,10,bestfit
domain6_worker6,10,bestfit
domain6_worker7,10,bestfit
domain6_worker8,10,bestfit
domain6_worker9,10,bestfit
domain6_worker10,10,bestfit
domain6_worker11,10,bestfit
domain6_worker12,10,bestfit
domain6_worker13,10,bestfit
domain6_worker14,10,bestfit
domain6_worker15,10,bestfit
domain6_worker16,10,bestfit
domain6_worker17,10,bestfit
domain6_worker18,10,bestfit
domain6_worker19,10,bestfit
