NodeName,NumCores,PartitioningHeuristic
domain1_worker0,10,bestfit
domain1_worker1,10,bestfit
domain1_worker2,10,bestfit
domain1_worker3,10,bestfit
domain1_worker4,10,bestfit
domain1_worker5,10,bestfit
domain1_worker6,10,bestfit
domain1_worker7,10,bestfit
domain1_worker8,10,bestfit
domain1_worker9,10,bestfit
domain1_worker10,10,bestfit
domain1_worker11,10,bestfit
domain1_worker12,10,bestfit
domain1_worker13,10,bestfit
domain1_worker14,10,bestfit
domain1_worker15,10,bestfit
domain1_worker16,10,bestfit
domain1_worker17,10,bestfit
domain1_worker18,10,bestfit
domain1_worker19,10,bestfit
