NodeName,NumCores,PartitioningHeuristic
worker0,15,firstfit
worker1,15,firstfit
worker2,15,firstfit
worker3,15,firstfit
worker4,15,firstfit
worker5,15,firstfit
worker6,15,firstfit
worker7,15,firstfit
worker8,15,firstfit
worker9,15,firstfit
worker10,15,firstfit
worker11,15,firstfit
worker12,15,firstfit
worker13,15,firstfit
worker14,15,firstfit
worker15,15,firstfit
worker16,15,firstfit
worker17,15,firstfit
worker18,15,firstfit
worker19,15,firstfit
worker20,15,firstfit
worker21,15,firstfit
worker22,15,firstfit
worker23,15,firstfit
worker24,15,firstfit
worker25,15,firstfit
worker26,15,firstfit
worker27,15,firstfit
worker28,15,firstfit
worker29,15,firstfit
worker30,15,firstfit
worker31,15,firstfit
worker32,15,firstfit
worker33,15,firstfit
worker34,15,firstfit
worker35,15,firstfit
worker36,15,firstfit
worker37,15,firstfit
worker38,15,firstfit
worker39,15,firstfit
worker40,15,firstfit
worker41,15,firstfit
worker42,15,firstfit
worker43,15,firstfit
worker44,15,firstfit
worker45,15,firstfit
worker46,15,firstfit
worker47,15,firstfit
worker48,15,firstfit
worker49,15,firstfit
worker50,15,firstfit
worker51,15,firstfit
worker52,15,firstfit
worker53,15,firstfit
worker54,15,firstfit
worker55,15,firstfit
worker56,15,firstfit
worker57,15,firstfit
worker58,15,firstfit
worker59,15,firstfit
worker60,15,firstfit
worker61,15,firstfit
worker62,15,firstfit
worker63,15,firstfit
worker64,15,firstfit
worker65,15,firstfit
worker66,15,firstfit
worker67,15,firstfit
worker68,15,firstfit
worker69,15,firstfit
worker70,15,firstfit
worker71,15,firstfit
worker72,15,firstfit
worker73,15,firstfit
worker74,15,firstfit
worker75,15,firstfit
worker76,15,firstfit
worker77,15,firstfit
worker78,15,firstfit
worker79,15,firstfit
worker80,15,firstfit
worker81,15,firstfit
worker82,15,firstfit
worker83,15,firstfit
worker84,15,firstfit
worker85,15,firstfit
worker86,15,firstfit
worker87,15,firstfit
worker88,15,firstfit
worker89,15,firstfit
worker90,15,firstfit
worker91,15,firstfit
worker92,15,firstfit
worker93,15,firstfit
worker94,15,firstfit
worker95,15,firstfit
worker96,15,firstfit
worker97,15,firstfit
worker98,15,firstfit
worker99,15,firstfit
