NodeName,NumCores,PartitioningHeuristic,NodeSelectionHeuristic
domain6_worker0_r,8,bestfit,MaxMax
domain6_worker1_r,8,bestfit,MaxMax
domain6_worker2_r,8,bestfit,MaxMax
domain6_worker3_r,8,bestfit,MaxMax
domain6_worker4_r,8,bestfit,MaxMax
domain6_worker5_r,8,bestfit,MaxMax
domain6_worker6_r,8,bestfit,MaxMax
domain6_worker7_r,8,bestfit,MaxMax
domain6_worker8_r,8,bestfit,MaxMax
domain6_worker9_r,8,bestfit,MaxMax
domain6_worker10_r,8,bestfit,MaxMax
domain6_worker11_r,8,bestfit,MaxMax
domain6_worker12_r,8,bestfit,MaxMax
domain6_worker13_r,8,bestfit,MaxMax
domain6_worker14_r,8,bestfit,MaxMax
domain6_worker15_r,8,bestfit,MaxMax
domain6_worker16_r,8,bestfit,MaxMax
domain6_worker17_r,8,bestfit,MaxMax
domain6_worker18_r,8,bestfit,MaxMax
domain6_worker19_r,8,bestfit,MaxMax
domain6_worker20_r,8,bestfit,MaxMax
domain6_worker21_r,8,bestfit,MaxMax
domain6_worker22_r,8,bestfit,MaxMax
domain6_worker23_r,8,bestfit,MaxMax
domain6_worker24_r,8,bestfit,MaxMax
domain6_worker25_r,8,bestfit,MaxMax
domain6_worker26_r,8,bestfit,MaxMax
domain6_worker27_r,8,bestfit,MaxMax
domain6_worker28_r,8,bestfit,MaxMax
domain6_worker29_r,8,bestfit,MaxMax
domain6_worker30_r,8,bestfit,MaxMax
domain6_worker31_r,8,bestfit,MaxMax
domain6_worker32_r,8,bestfit,MaxMax
domain6_worker33_r,8,bestfit,MaxMax
domain6_worker34_r,8,bestfit,MaxMax
domain6_worker35_r,8,bestfit,MaxMax
domain6_worker36_r,8,bestfit,MaxMax
domain6_worker37_r,8,bestfit,MaxMax
domain6_worker38_r,8,bestfit,MaxMax
domain6_worker39_r,8,bestfit,MaxMax
domain6_worker40_r,8,bestfit,MaxMax
domain6_worker41_r,8,bestfit,MaxMax
domain6_worker42_r,8,bestfit,MaxMax
domain6_worker43_r,8,bestfit,MaxMax
domain6_worker44_r,8,bestfit,MaxMax
domain6_worker45_r,8,bestfit,MaxMax
domain6_worker46_r,8,bestfit,MaxMax
domain6_worker47_r,8,bestfit,MaxMax
domain6_worker48_r,8,bestfit,MaxMax
domain6_worker49_r,8,bestfit,MaxMax
domain6_worker50_r,8,bestfit,MaxMax
domain6_worker51_r,8,bestfit,MaxMax
domain6_worker52_r,8,bestfit,MaxMax
domain6_worker53_r,8,bestfit,MaxMax
domain6_worker54_r,8,bestfit,MaxMax
domain6_worker55_r,8,bestfit,MaxMax
domain6_worker56_r,8,bestfit,MaxMax
domain6_worker57_r,8,bestfit,MaxMax
domain6_worker58_r,8,bestfit,MaxMax
domain6_worker59_r,8,bestfit,MaxMax
domain6_worker60_r,8,bestfit,MaxMax
domain6_worker61_r,8,bestfit,MaxMax
domain6_worker62_r,8,bestfit,MaxMax
domain6_worker63_r,8,bestfit,MaxMax
domain6_worker64_r,8,bestfit,MaxMax
domain6_worker65_r,8,bestfit,MaxMax
domain6_worker66_r,8,bestfit,MaxMax
domain6_worker67_r,8,bestfit,MaxMax
domain6_worker68_r,8,bestfit,MaxMax
domain6_worker69_r,8,bestfit,MaxMax
domain6_worker70_r,8,bestfit,MaxMax
domain6_worker71_r,8,bestfit,MaxMax
domain6_worker72_r,8,bestfit,MaxMax
domain6_worker73_r,8,bestfit,MaxMax
domain6_worker74_r,8,bestfit,MaxMax
domain6_worker75_r,8,bestfit,MaxMax
domain6_worker76_r,8,bestfit,MaxMax
domain6_worker77_r,8,bestfit,MaxMax
domain6_worker78_r,8,bestfit,MaxMax
domain6_worker79_r,8,bestfit,MaxMax
domain6_worker80_r,8,bestfit,MaxMax
domain6_worker81_r,8,bestfit,MaxMax
domain6_worker82_r,8,bestfit,MaxMax
domain6_worker83_r,8,bestfit,MaxMax
domain6_worker84_r,8,bestfit,MaxMax
domain6_worker85_r,8,bestfit,MaxMax
domain6_worker86_r,8,bestfit,MaxMax
domain6_worker87_r,8,bestfit,MaxMax
domain6_worker88_r,8,bestfit,MaxMax
domain6_worker89_r,8,bestfit,MaxMax
domain6_worker90_r,8,bestfit,MaxMax
domain6_worker91_r,8,bestfit,MaxMax
domain6_worker92_r,8,bestfit,MaxMax
domain6_worker93_r,8,bestfit,MaxMax
domain6_worker94_r,8,bestfit,MaxMax
domain6_worker95_r,8,bestfit,MaxMax
domain6_worker96_r,8,bestfit,MaxMax
domain6_worker97_r,8,bestfit,MaxMax
domain6_worker98_r,8,bestfit,MaxMax
domain6_worker99_r,8,bestfit,MaxMax
domain6_worker100_r,8,bestfit,MaxMax
domain6_worker101_r,8,bestfit,MaxMax
