NodeName,NumCores,PartitioningHeuristic
domain4_worker0,20,firstfit
domain4_worker1,20,firstfit
domain4_worker2,20,firstfit
domain4_worker3,20,firstfit
domain4_worker4,20,firstfit
domain4_worker5,20,firstfit
domain4_worker6,20,firstfit
domain4_worker7,20,firstfit
domain4_worker8,20,firstfit
domain4_worker9,20,firstfit
domain4_worker10,20,firstfit
domain4_worker11,20,firstfit
domain4_worker12,20,firstfit
domain4_worker13,20,firstfit
domain4_worker14,20,firstfit
domain4_worker15,20,firstfit
domain4_worker16,20,firstfit
domain4_worker17,20,firstfit
domain4_worker18,20,firstfit
domain4_worker19,20,firstfit
