NodeName,NumCores,PartitioningHeuristic
domain3_worker0,20,firstfit
domain3_worker1,20,firstfit
domain3_worker2,20,firstfit
domain3_worker3,20,firstfit
domain3_worker4,20,firstfit
domain3_worker5,20,firstfit
domain3_worker6,20,firstfit
domain3_worker7,20,firstfit
domain3_worker8,20,firstfit
domain3_worker9,20,firstfit
domain3_worker10,20,firstfit
domain3_worker11,20,firstfit
domain3_worker12,20,firstfit
domain3_worker13,20,firstfit
domain3_worker14,20,firstfit
domain3_worker15,20,firstfit
domain3_worker16,20,firstfit
domain3_worker17,20,firstfit
domain3_worker18,20,firstfit
domain3_worker19,20,firstfit
