NodeName,NumCores,PartitioningHeuristic
domain5_worker0,20,firstfit
domain5_worker1,20,firstfit
domain5_worker2,20,firstfit
domain5_worker3,20,firstfit
domain5_worker4,20,firstfit
domain5_worker5,20,firstfit
domain5_worker6,20,firstfit
domain5_worker7,20,firstfit
domain5_worker8,20,firstfit
domain5_worker9,20,firstfit
domain5_worker10,20,firstfit
domain5_worker11,20,firstfit
domain5_worker12,20,firstfit
domain5_worker13,20,firstfit
domain5_worker14,20,firstfit
domain5_worker15,20,firstfit
domain5_worker16,20,firstfit
domain5_worker17,20,firstfit
domain5_worker18,20,firstfit
domain5_worker19,20,firstfit
