NodeName,NumCores,PartitioningHeuristic
domain7_worker0,10,worstfit
domain7_worker1,10,worstfit
domain7_worker2,10,worstfit
domain7_worker3,10,worstfit
domain7_worker4,10,worstfit
domain7_worker5,10,worstfit
domain7_worker6,10,worstfit
domain7_worker7,10,worstfit
domain7_worker8,10,worstfit
domain7_worker9,10,worstfit
domain7_worker10,10,worstfit
domain7_worker11,10,worstfit
domain7_worker12,10,worstfit
domain7_worker13,10,worstfit
domain7_worker14,10,worstfit
domain7_worker15,10,worstfit
domain7_worker16,10,worstfit
domain7_worker17,10,worstfit
domain7_worker18,10,worstfit
domain7_worker19,10,worstfit
