NodeName,NumCores,PartitioningHeuristic
domain3_worker0,10,worstfit
domain3_worker1,10,worstfit
domain3_worker2,10,worstfit
domain3_worker3,10,worstfit
domain3_worker4,10,worstfit
domain3_worker5,10,worstfit
domain3_worker6,10,worstfit
domain3_worker7,10,worstfit
domain3_worker8,10,worstfit
domain3_worker9,10,worstfit
domain3_worker10,10,worstfit
domain3_worker11,10,worstfit
domain3_worker12,10,worstfit
domain3_worker13,10,worstfit
domain3_worker14,10,worstfit
domain3_worker15,10,worstfit
domain3_worker16,10,worstfit
domain3_worker17,10,worstfit
domain3_worker18,10,worstfit
domain3_worker19,10,worstfit
