NodeName,NumCores,PartitioningHeuristic
domain9_worker0,20,worstfit
domain9_worker1,20,worstfit
domain9_worker2,20,worstfit
domain9_worker3,20,worstfit
domain9_worker4,20,worstfit
domain9_worker5,20,worstfit
domain9_worker6,20,worstfit
domain9_worker7,20,worstfit
domain9_worker8,20,worstfit
domain9_worker9,20,worstfit
domain9_worker10,20,worstfit
domain9_worker11,20,worstfit
domain9_worker12,20,worstfit
domain9_worker13,20,worstfit
domain9_worker14,20,worstfit
domain9_worker15,20,worstfit
domain9_worker16,20,worstfit
domain9_worker17,20,worstfit
domain9_worker18,20,worstfit
domain9_worker19,20,worstfit
