NodeName,NumCores,PartitioningHeuristic
domain8_worker0,20,worstfit
domain8_worker1,20,worstfit
domain8_worker2,20,worstfit
domain8_worker3,20,worstfit
domain8_worker4,20,worstfit
domain8_worker5,20,worstfit
domain8_worker6,20,worstfit
domain8_worker7,20,worstfit
domain8_worker8,20,worstfit
domain8_worker9,20,worstfit
domain8_worker10,20,worstfit
domain8_worker11,20,worstfit
domain8_worker12,20,worstfit
domain8_worker13,20,worstfit
domain8_worker14,20,worstfit
domain8_worker15,20,worstfit
domain8_worker16,20,worstfit
domain8_worker17,20,worstfit
domain8_worker18,20,worstfit
domain8_worker19,20,worstfit
