NodeName,NumCores,PartitioningHeuristic
domain6_worker0,20,worstfit
domain6_worker1,20,worstfit
domain6_worker2,20,worstfit
domain6_worker3,20,worstfit
domain6_worker4,20,worstfit
domain6_worker5,20,worstfit
domain6_worker6,20,worstfit
domain6_worker7,20,worstfit
domain6_worker8,20,worstfit
domain6_worker9,20,worstfit
domain6_worker10,20,worstfit
domain6_worker11,20,worstfit
domain6_worker12,20,worstfit
domain6_worker13,20,worstfit
domain6_worker14,20,worstfit
domain6_worker15,20,worstfit
domain6_worker16,20,worstfit
domain6_worker17,20,worstfit
domain6_worker18,20,worstfit
domain6_worker19,20,worstfit
