NodeName,NumCores,PartitioningHeuristic
domain7_worker0,20,worstfit
domain7_worker1,20,worstfit
domain7_worker2,20,worstfit
domain7_worker3,20,worstfit
domain7_worker4,20,worstfit
domain7_worker5,20,worstfit
domain7_worker6,20,worstfit
domain7_worker7,20,worstfit
domain7_worker8,20,worstfit
domain7_worker9,20,worstfit
domain7_worker10,20,worstfit
domain7_worker11,20,worstfit
domain7_worker12,20,worstfit
domain7_worker13,20,worstfit
domain7_worker14,20,worstfit
domain7_worker15,20,worstfit
domain7_worker16,20,worstfit
domain7_worker17,20,worstfit
domain7_worker18,20,worstfit
domain7_worker19,20,worstfit
