NodeName,NumCores,PartitioningHeuristic
domain2_worker0,20,worstfit
domain2_worker1,20,worstfit
domain2_worker2,20,worstfit
domain2_worker3,20,worstfit
domain2_worker4,20,worstfit
domain2_worker5,20,worstfit
domain2_worker6,20,worstfit
domain2_worker7,20,worstfit
domain2_worker8,20,worstfit
domain2_worker9,20,worstfit
domain2_worker10,20,worstfit
domain2_worker11,20,worstfit
domain2_worker12,20,worstfit
domain2_worker13,20,worstfit
domain2_worker14,20,worstfit
domain2_worker15,20,worstfit
domain2_worker16,20,worstfit
domain2_worker17,20,worstfit
domain2_worker18,20,worstfit
domain2_worker19,20,worstfit
