NodeName,NumCores,PartitioningHeuristic
domain0_worker0,20,worstfit
domain0_worker1,20,worstfit
domain0_worker2,20,worstfit
domain0_worker3,20,worstfit
domain0_worker4,20,worstfit
domain0_worker5,20,worstfit
domain0_worker6,20,worstfit
domain0_worker7,20,worstfit
domain0_worker8,20,worstfit
domain0_worker9,20,worstfit
domain0_worker10,20,worstfit
domain0_worker11,20,worstfit
domain0_worker12,20,worstfit
domain0_worker13,20,worstfit
domain0_worker14,20,worstfit
domain0_worker15,20,worstfit
domain0_worker16,20,worstfit
domain0_worker17,20,worstfit
domain0_worker18,20,worstfit
domain0_worker19,20,worstfit
