NodeName,NumCores,PartitioningHeuristic
domain6_worker0,10,firstfit
domain6_worker1,10,firstfit
domain6_worker2,10,firstfit
domain6_worker3,10,firstfit
domain6_worker4,10,firstfit
domain6_worker5,10,firstfit
domain6_worker6,10,firstfit
domain6_worker7,10,firstfit
domain6_worker8,10,firstfit
domain6_worker9,10,firstfit
domain6_worker10,10,firstfit
domain6_worker11,10,firstfit
domain6_worker12,10,firstfit
domain6_worker13,10,firstfit
domain6_worker14,10,firstfit
domain6_worker15,10,firstfit
domain6_worker16,10,firstfit
domain6_worker17,10,firstfit
domain6_worker18,10,firstfit
domain6_worker19,10,firstfit
