NodeName,NumCores,PartitioningHeuristic
domain0_worker0,10,firstfit
domain0_worker1,10,firstfit
domain0_worker2,10,firstfit
domain0_worker3,10,firstfit
domain0_worker4,10,firstfit
domain0_worker5,10,firstfit
domain0_worker6,10,firstfit
domain0_worker7,10,firstfit
domain0_worker8,10,firstfit
domain0_worker9,10,firstfit
domain0_worker10,10,firstfit
domain0_worker11,10,firstfit
domain0_worker12,10,firstfit
domain0_worker13,10,firstfit
domain0_worker14,10,firstfit
domain0_worker15,10,firstfit
domain0_worker16,10,firstfit
domain0_worker17,10,firstfit
domain0_worker18,10,firstfit
domain0_worker19,10,firstfit
