NodeName,NumCores,PartitioningHeuristic
domain8_worker0,10,firstfit
domain8_worker1,10,firstfit
domain8_worker2,10,firstfit
domain8_worker3,10,firstfit
domain8_worker4,10,firstfit
domain8_worker5,10,firstfit
domain8_worker6,10,firstfit
domain8_worker7,10,firstfit
domain8_worker8,10,firstfit
domain8_worker9,10,firstfit
domain8_worker10,10,firstfit
domain8_worker11,10,firstfit
domain8_worker12,10,firstfit
domain8_worker13,10,firstfit
domain8_worker14,10,firstfit
domain8_worker15,10,firstfit
domain8_worker16,10,firstfit
domain8_worker17,10,firstfit
domain8_worker18,10,firstfit
domain8_worker19,10,firstfit
