NodeName,NumCores,PartitioningHeuristic
domain4_worker0,10,firstfit
domain4_worker1,10,firstfit
domain4_worker2,10,firstfit
domain4_worker3,10,firstfit
domain4_worker4,10,firstfit
domain4_worker5,10,firstfit
domain4_worker6,10,firstfit
domain4_worker7,10,firstfit
domain4_worker8,10,firstfit
domain4_worker9,10,firstfit
domain4_worker10,10,firstfit
domain4_worker11,10,firstfit
domain4_worker12,10,firstfit
domain4_worker13,10,firstfit
domain4_worker14,10,firstfit
domain4_worker15,10,firstfit
domain4_worker16,10,firstfit
domain4_worker17,10,firstfit
domain4_worker18,10,firstfit
domain4_worker19,10,firstfit
