NodeName,NumCores,PartitioningHeuristic
domain5_worker0,10,firstfit
domain5_worker1,10,firstfit
domain5_worker2,10,firstfit
domain5_worker3,10,firstfit
domain5_worker4,10,firstfit
domain5_worker5,10,firstfit
domain5_worker6,10,firstfit
domain5_worker7,10,firstfit
domain5_worker8,10,firstfit
domain5_worker9,10,firstfit
domain5_worker10,10,firstfit
domain5_worker11,10,firstfit
domain5_worker12,10,firstfit
domain5_worker13,10,firstfit
domain5_worker14,10,firstfit
domain5_worker15,10,firstfit
domain5_worker16,10,firstfit
domain5_worker17,10,firstfit
domain5_worker18,10,firstfit
domain5_worker19,10,firstfit
