NodeName,NumCores,PartitioningHeuristic,NodeSelectionHeuristic
domain0_worker0,16,bestfit,MaxMax
domain0_worker1,16,bestfit,MaxMax
domain0_worker2,16,bestfit,MaxMax
domain0_worker3,16,bestfit,MaxMax
domain0_worker4,16,bestfit,MaxMax
domain0_worker5,16,bestfit,MaxMax
domain0_worker6,16,bestfit,MaxMax
domain0_worker7,16,bestfit,MaxMax
domain0_worker8,16,bestfit,MaxMax
domain0_worker9,16,bestfit,MaxMax
domain0_worker10,16,bestfit,MaxMax
domain0_worker11,16,bestfit,MaxMax
domain0_worker12,16,bestfit,MaxMax
domain0_worker13,16,bestfit,MaxMax
domain0_worker14,16,bestfit,MaxMax
domain0_worker15,16,bestfit,MaxMax
domain0_worker16,16,bestfit,MaxMax
