NodeName,NumCores,PartitioningHeuristic,NodeSelectionHeuristic
domain2_worker0,16,bestfit,MaxMax
domain2_worker1,16,bestfit,MaxMax
domain2_worker2,16,bestfit,MaxMax
domain2_worker3,16,bestfit,MaxMax
domain2_worker4,16,bestfit,MaxMax
domain2_worker5,16,bestfit,MaxMax
domain2_worker6,16,bestfit,MaxMax
domain2_worker7,16,bestfit,MaxMax
domain2_worker8,16,bestfit,MaxMax
domain2_worker9,16,bestfit,MaxMax
domain2_worker10,16,bestfit,MaxMax
domain2_worker11,16,bestfit,MaxMax
domain2_worker12,16,bestfit,MaxMax
domain2_worker13,16,bestfit,MaxMax
domain2_worker14,16,bestfit,MaxMax
domain2_worker15,16,bestfit,MaxMax
