NodeName,NumCores,PartitioningHeuristic,NodeSelectionHeuristic
domain0_worker0_r,24,worstfit,MaxMax
domain0_worker1_r,24,worstfit,MaxMax
domain0_worker2_r,24,worstfit,MaxMax
domain0_worker3_r,24,worstfit,MaxMax
domain0_worker4_r,24,worstfit,MaxMax
domain0_worker5_r,24,worstfit,MaxMax
domain0_worker6_r,24,worstfit,MaxMax
domain0_worker7_r,24,worstfit,MaxMax
domain0_worker8_r,24,worstfit,MaxMax
domain0_worker9_r,24,worstfit,MaxMax
domain0_worker10_r,24,worstfit,MaxMax
domain0_worker11_r,24,worstfit,MaxMax
