NodeName,NumCores,PartitioningHeuristic,NodeSelectionHeuristic
domain6_worker0_r,8,worstfit,MinMin
domain6_worker1_r,8,worstfit,MinMin
domain6_worker2_r,8,worstfit,MinMin
domain6_worker3_r,8,worstfit,MinMin
domain6_worker4_r,8,worstfit,MinMin
domain6_worker5_r,8,worstfit,MinMin
domain6_worker6_r,8,worstfit,MinMin
domain6_worker7_r,8,worstfit,MinMin
domain6_worker8_r,8,worstfit,MinMin
domain6_worker9_r,8,worstfit,MinMin
domain6_worker10_r,8,worstfit,MinMin
domain6_worker11_r,8,worstfit,MinMin
domain6_worker12_r,8,worstfit,MinMin
domain6_worker13_r,8,worstfit,MinMin
domain6_worker14_r,8,worstfit,MinMin
domain6_worker15_r,8,worstfit,MinMin
domain6_worker16_r,8,worstfit,MinMin
domain6_worker17_r,8,worstfit,MinMin
