NodeName,NumCores,PartitioningHeuristic
worker0,10,firstfit
worker1,10,firstfit
worker2,10,firstfit
worker3,10,firstfit
worker4,10,firstfit
worker5,10,firstfit
worker6,10,firstfit
worker7,10,firstfit
worker8,10,firstfit
worker9,10,firstfit
worker10,10,firstfit
worker11,10,firstfit
worker12,10,firstfit
worker13,10,firstfit
worker14,10,firstfit
worker15,10,firstfit
worker16,10,firstfit
worker17,10,firstfit
worker18,10,firstfit
worker19,10,firstfit
worker20,10,firstfit
worker21,10,firstfit
worker22,10,firstfit
worker23,10,firstfit
worker24,10,firstfit
worker25,10,firstfit
worker26,10,firstfit
worker27,10,firstfit
worker28,10,firstfit
worker29,10,firstfit
worker30,10,firstfit
worker31,10,firstfit
worker32,10,firstfit
worker33,10,firstfit
worker34,10,firstfit
worker35,10,firstfit
worker36,10,firstfit
worker37,10,firstfit
worker38,10,firstfit
worker39,10,firstfit
worker40,10,firstfit
worker41,10,firstfit
worker42,10,firstfit
worker43,10,firstfit
worker44,10,firstfit
worker45,10,firstfit
worker46,10,firstfit
worker47,10,firstfit
worker48,10,firstfit
worker49,10,firstfit
worker50,10,firstfit
worker51,10,firstfit
worker52,10,firstfit
worker53,10,firstfit
worker54,10,firstfit
worker55,10,firstfit
worker56,10,firstfit
worker57,10,firstfit
worker58,10,firstfit
worker59,10,firstfit
worker60,10,firstfit
worker61,10,firstfit
worker62,10,firstfit
worker63,10,firstfit
worker64,10,firstfit
worker65,10,firstfit
worker66,10,firstfit
worker67,10,firstfit
worker68,10,firstfit
worker69,10,firstfit
worker70,10,firstfit
worker71,10,firstfit
worker72,10,firstfit
worker73,10,firstfit
worker74,10,firstfit
worker75,10,firstfit
worker76,10,firstfit
worker77,10,firstfit
worker78,10,firstfit
worker79,10,firstfit
worker80,10,firstfit
worker81,10,firstfit
worker82,10,firstfit
worker83,10,firstfit
worker84,10,firstfit
worker85,10,firstfit
worker86,10,firstfit
worker87,10,firstfit
worker88,10,firstfit
worker89,10,firstfit
worker90,10,firstfit
worker91,10,firstfit
worker92,10,firstfit
worker93,10,firstfit
worker94,10,firstfit
worker95,10,firstfit
worker96,10,firstfit
worker97,10,firstfit
worker98,10,firstfit
worker99,10,firstfit
