NodeName,NumCores,PartitioningHeuristic
domain1_worker0,20,bestfit
domain1_worker1,20,bestfit
domain1_worker2,20,bestfit
domain1_worker3,20,bestfit
domain1_worker4,20,bestfit
domain1_worker5,20,bestfit
domain1_worker6,20,bestfit
domain1_worker7,20,bestfit
domain1_worker8,20,bestfit
domain1_worker9,20,bestfit
domain1_worker10,20,bestfit
domain1_worker11,20,bestfit
domain1_worker12,20,bestfit
domain1_worker13,20,bestfit
domain1_worker14,20,bestfit
domain1_worker15,20,bestfit
domain1_worker16,20,bestfit
domain1_worker17,20,bestfit
domain1_worker18,20,bestfit
domain1_worker19,20,bestfit
