NodeName,NumCores,PartitioningHeuristic
domain9_worker0,20,bestfit
domain9_worker1,20,bestfit
domain9_worker2,20,bestfit
domain9_worker3,20,bestfit
domain9_worker4,20,bestfit
domain9_worker5,20,bestfit
domain9_worker6,20,bestfit
domain9_worker7,20,bestfit
domain9_worker8,20,bestfit
domain9_worker9,20,bestfit
domain9_worker10,20,bestfit
domain9_worker11,20,bestfit
domain9_worker12,20,bestfit
domain9_worker13,20,bestfit
domain9_worker14,20,bestfit
domain9_worker15,20,bestfit
domain9_worker16,20,bestfit
domain9_worker17,20,bestfit
domain9_worker18,20,bestfit
domain9_worker19,20,bestfit
