NodeName,NumCores,PartitioningHeuristic
domain1_worker0,15,bestfit
domain1_worker1,15,bestfit
domain1_worker2,15,bestfit
domain1_worker3,15,bestfit
domain1_worker4,15,bestfit
domain1_worker5,15,bestfit
domain1_worker6,15,bestfit
domain1_worker7,15,bestfit
domain1_worker8,15,bestfit
domain1_worker9,15,bestfit
domain1_worker10,15,bestfit
domain1_worker11,15,bestfit
domain1_worker12,15,bestfit
domain1_worker13,15,bestfit
domain1_worker14,15,bestfit
domain1_worker15,15,bestfit
domain1_worker16,15,bestfit
domain1_worker17,15,bestfit
domain1_worker18,15,bestfit
domain1_worker19,15,bestfit
