NodeName,NumCores,PartitioningHeuristic
domain0_worker0,15,bestfit
domain0_worker1,15,bestfit
domain0_worker2,15,bestfit
domain0_worker3,15,bestfit
domain0_worker4,15,bestfit
domain0_worker5,15,bestfit
domain0_worker6,15,bestfit
domain0_worker7,15,bestfit
domain0_worker8,15,bestfit
domain0_worker9,15,bestfit
domain0_worker10,15,bestfit
domain0_worker11,15,bestfit
domain0_worker12,15,bestfit
domain0_worker13,15,bestfit
domain0_worker14,15,bestfit
domain0_worker15,15,bestfit
domain0_worker16,15,bestfit
domain0_worker17,15,bestfit
domain0_worker18,15,bestfit
domain0_worker19,15,bestfit
