NodeName,NumCores,PartitioningHeuristic
domain2_worker0,15,bestfit
domain2_worker1,15,bestfit
domain2_worker2,15,bestfit
domain2_worker3,15,bestfit
domain2_worker4,15,bestfit
domain2_worker5,15,bestfit
domain2_worker6,15,bestfit
domain2_worker7,15,bestfit
domain2_worker8,15,bestfit
domain2_worker9,15,bestfit
domain2_worker10,15,bestfit
domain2_worker11,15,bestfit
domain2_worker12,15,bestfit
domain2_worker13,15,bestfit
domain2_worker14,15,bestfit
domain2_worker15,15,bestfit
domain2_worker16,15,bestfit
domain2_worker17,15,bestfit
domain2_worker18,15,bestfit
domain2_worker19,15,bestfit
