NodeName,NumCores,PartitioningHeuristic
domain8_worker0,15,bestfit
domain8_worker1,15,bestfit
domain8_worker2,15,bestfit
domain8_worker3,15,bestfit
domain8_worker4,15,bestfit
domain8_worker5,15,bestfit
domain8_worker6,15,bestfit
domain8_worker7,15,bestfit
domain8_worker8,15,bestfit
domain8_worker9,15,bestfit
domain8_worker10,15,bestfit
domain8_worker11,15,bestfit
domain8_worker12,15,bestfit
domain8_worker13,15,bestfit
domain8_worker14,15,bestfit
domain8_worker15,15,bestfit
domain8_worker16,15,bestfit
domain8_worker17,15,bestfit
domain8_worker18,15,bestfit
domain8_worker19,15,bestfit
