NodeName,NumCores,PartitioningHeuristic,NodeSelectionHeuristic
domain0_worker0,16,worstfit,MaxMax
domain0_worker1,16,worstfit,MaxMax
domain0_worker2,16,worstfit,MaxMax
domain0_worker3,16,worstfit,MaxMax
domain0_worker4,16,worstfit,MaxMax
domain0_worker5,16,worstfit,MaxMax
domain0_worker6,16,worstfit,MaxMax
domain0_worker7,16,worstfit,MaxMax
domain0_worker8,16,worstfit,MaxMax
domain0_worker9,16,worstfit,MaxMax
domain0_worker10,16,worstfit,MaxMax
domain0_worker11,16,worstfit,MaxMax
domain0_worker12,16,worstfit,MaxMax
domain0_worker13,16,worstfit,MaxMax
domain0_worker14,16,worstfit,MaxMax
domain0_worker15,16,worstfit,MaxMax
domain0_worker16,16,worstfit,MaxMax
domain0_worker17,16,worstfit,MaxMax
domain0_worker18,16,worstfit,MaxMax
domain0_worker19,16,worstfit,MaxMax
domain0_worker20,16,worstfit,MaxMax
domain0_worker21,16,worstfit,MaxMax
domain0_worker22,16,worstfit,MaxMax
domain0_worker23,16,worstfit,MaxMax
domain0_worker24,16,worstfit,MaxMax
domain0_worker25,16,worstfit,MaxMax
domain0_worker26,16,worstfit,MaxMax
domain0_worker27,16,worstfit,MaxMax
