NodeName,NumCores,PartitioningHeuristic,NodeSelectionHeuristic
domain8_worker0,8,worstfit,MaxMax
domain8_worker1,8,worstfit,MaxMax
domain8_worker2,8,worstfit,MaxMax
domain8_worker3,8,worstfit,MaxMax
domain8_worker4,8,worstfit,MaxMax
domain8_worker5,8,worstfit,MaxMax
domain8_worker6,8,worstfit,MaxMax
domain8_worker7,8,worstfit,MaxMax
domain8_worker8,8,worstfit,MaxMax
domain8_worker9,8,worstfit,MaxMax
domain8_worker10,8,worstfit,MaxMax
domain8_worker11,8,worstfit,MaxMax
domain8_worker12,8,worstfit,MaxMax
domain8_worker13,8,worstfit,MaxMax
domain8_worker14,8,worstfit,MaxMax
domain8_worker15,8,worstfit,MaxMax
domain8_worker16,8,worstfit,MaxMax
domain8_worker17,8,worstfit,MaxMax
domain8_worker18,8,worstfit,MaxMax
domain8_worker19,8,worstfit,MaxMax
domain8_worker20,8,worstfit,MaxMax
domain8_worker21,8,worstfit,MaxMax
domain8_worker22,8,worstfit,MaxMax
domain8_worker23,8,worstfit,MaxMax
domain8_worker24,8,worstfit,MaxMax
