NodeName,NumCores,PartitioningHeuristic
domain7_worker0,15,worstfit
domain7_worker1,15,worstfit
domain7_worker2,15,worstfit
domain7_worker3,15,worstfit
domain7_worker4,15,worstfit
domain7_worker5,15,worstfit
domain7_worker6,15,worstfit
domain7_worker7,15,worstfit
domain7_worker8,15,worstfit
domain7_worker9,15,worstfit
domain7_worker10,15,worstfit
domain7_worker11,15,worstfit
domain7_worker12,15,worstfit
domain7_worker13,15,worstfit
domain7_worker14,15,worstfit
domain7_worker15,15,worstfit
domain7_worker16,15,worstfit
domain7_worker17,15,worstfit
domain7_worker18,15,worstfit
domain7_worker19,15,worstfit
