NodeName,NumCores,PartitioningHeuristic
domain4_worker0,15,worstfit
domain4_worker1,15,worstfit
domain4_worker2,15,worstfit
domain4_worker3,15,worstfit
domain4_worker4,15,worstfit
domain4_worker5,15,worstfit
domain4_worker6,15,worstfit
domain4_worker7,15,worstfit
domain4_worker8,15,worstfit
domain4_worker9,15,worstfit
domain4_worker10,15,worstfit
domain4_worker11,15,worstfit
domain4_worker12,15,worstfit
domain4_worker13,15,worstfit
domain4_worker14,15,worstfit
domain4_worker15,15,worstfit
domain4_worker16,15,worstfit
domain4_worker17,15,worstfit
domain4_worker18,15,worstfit
domain4_worker19,15,worstfit
