NodeName,NumCores,PartitioningHeuristic
domain5_worker0,15,worstfit
domain5_worker1,15,worstfit
domain5_worker2,15,worstfit
domain5_worker3,15,worstfit
domain5_worker4,15,worstfit
domain5_worker5,15,worstfit
domain5_worker6,15,worstfit
domain5_worker7,15,worstfit
domain5_worker8,15,worstfit
domain5_worker9,15,worstfit
domain5_worker10,15,worstfit
domain5_worker11,15,worstfit
domain5_worker12,15,worstfit
domain5_worker13,15,worstfit
domain5_worker14,15,worstfit
domain5_worker15,15,worstfit
domain5_worker16,15,worstfit
domain5_worker17,15,worstfit
domain5_worker18,15,worstfit
domain5_worker19,15,worstfit
