NodeName,NumCores,PartitioningHeuristic,NodeSelectionHeuristic
domain3_worker0_r,8,bestfit,MaxMax
domain3_worker1_r,8,bestfit,MaxMax
domain3_worker2_r,8,bestfit,MaxMax
domain3_worker3_r,8,bestfit,MaxMax
domain3_worker4_r,8,bestfit,MaxMax
domain3_worker5_r,8,bestfit,MaxMax
domain3_worker6_r,8,bestfit,MaxMax
domain3_worker7_r,8,bestfit,MaxMax
domain3_worker8_r,8,bestfit,MaxMax
domain3_worker9_r,8,bestfit,MaxMax
domain3_worker10_r,8,bestfit,MaxMax
domain3_worker11_r,8,bestfit,MaxMax
domain3_worker12_r,8,bestfit,MaxMax
domain3_worker13_r,8,bestfit,MaxMax
domain3_worker14_r,8,bestfit,MaxMax
domain3_worker15_r,8,bestfit,MaxMax
domain3_worker16_r,8,bestfit,MaxMax
domain3_worker17_r,8,bestfit,MaxMax
domain3_worker18_r,8,bestfit,MaxMax
domain3_worker19_r,8,bestfit,MaxMax
domain3_worker20_r,8,bestfit,MaxMax
domain3_worker21_r,8,bestfit,MaxMax
domain3_worker22_r,8,bestfit,MaxMax
domain3_worker23_r,8,bestfit,MaxMax
domain3_worker24_r,8,bestfit,MaxMax
domain3_worker25_r,8,bestfit,MaxMax
domain3_worker26_r,8,bestfit,MaxMax
domain3_worker27_r,8,bestfit,MaxMax
domain3_worker28_r,8,bestfit,MaxMax
domain3_worker29_r,8,bestfit,MaxMax
domain3_worker30_r,8,bestfit,MaxMax
domain3_worker31_r,8,bestfit,MaxMax
domain3_worker32_r,8,bestfit,MaxMax
domain3_worker33_r,8,bestfit,MaxMax
domain3_worker34_r,8,bestfit,MaxMax
domain3_worker35_r,8,bestfit,MaxMax
domain3_worker36_r,8,bestfit,MaxMax
domain3_worker37_r,8,bestfit,MaxMax
domain3_worker38_r,8,bestfit,MaxMax
domain3_worker39_r,8,bestfit,MaxMax
domain3_worker40_r,8,bestfit,MaxMax
domain3_worker41_r,8,bestfit,MaxMax
domain3_worker42_r,8,bestfit,MaxMax
domain3_worker43_r,8,bestfit,MaxMax
domain3_worker44_r,8,bestfit,MaxMax
domain3_worker45_r,8,bestfit,MaxMax
domain3_worker46_r,8,bestfit,MaxMax
domain3_worker47_r,8,bestfit,MaxMax
domain3_worker48_r,8,bestfit,MaxMax
domain3_worker49_r,8,bestfit,MaxMax
domain3_worker50_r,8,bestfit,MaxMax
domain3_worker51_r,8,bestfit,MaxMax
domain3_worker52_r,8,bestfit,MaxMax
domain3_worker53_r,8,bestfit,MaxMax
domain3_worker54_r,8,bestfit,MaxMax
domain3_worker55_r,8,bestfit,MaxMax
domain3_worker56_r,8,bestfit,MaxMax
domain3_worker57_r,8,bestfit,MaxMax
domain3_worker58_r,8,bestfit,MaxMax
domain3_worker59_r,8,bestfit,MaxMax
domain3_worker60_r,8,bestfit,MaxMax
domain3_worker61_r,8,bestfit,MaxMax
domain3_worker62_r,8,bestfit,MaxMax
domain3_worker63_r,8,bestfit,MaxMax
domain3_worker64_r,8,bestfit,MaxMax
domain3_worker65_r,8,bestfit,MaxMax
domain3_worker66_r,8,bestfit,MaxMax
domain3_worker67_r,8,bestfit,MaxMax
domain3_worker68_r,8,bestfit,MaxMax
domain3_worker69_r,8,bestfit,MaxMax
domain3_worker70_r,8,bestfit,MaxMax
domain3_worker71_r,8,bestfit,MaxMax
domain3_worker72_r,8,bestfit,MaxMax
domain3_worker73_r,8,bestfit,MaxMax
domain3_worker74_r,8,bestfit,MaxMax
domain3_worker75_r,8,bestfit,MaxMax
domain3_worker76_r,8,bestfit,MaxMax
domain3_worker77_r,8,bestfit,MaxMax
domain3_worker78_r,8,bestfit,MaxMax
domain3_worker79_r,8,bestfit,MaxMax
domain3_worker80_r,8,bestfit,MaxMax
domain3_worker81_r,8,bestfit,MaxMax
domain3_worker82_r,8,bestfit,MaxMax
domain3_worker83_r,8,bestfit,MaxMax
domain3_worker84_r,8,bestfit,MaxMax
domain3_worker85_r,8,bestfit,MaxMax
domain3_worker86_r,8,bestfit,MaxMax
domain3_worker87_r,8,bestfit,MaxMax
domain3_worker88_r,8,bestfit,MaxMax
domain3_worker89_r,8,bestfit,MaxMax
domain3_worker90_r,8,bestfit,MaxMax
domain3_worker91_r,8,bestfit,MaxMax
domain3_worker92_r,8,bestfit,MaxMax
domain3_worker93_r,8,bestfit,MaxMax
domain3_worker94_r,8,bestfit,MaxMax
domain3_worker95_r,8,bestfit,MaxMax
domain3_worker96_r,8,bestfit,MaxMax
domain3_worker97_r,8,bestfit,MaxMax
domain3_worker98_r,8,bestfit,MaxMax
